,Country,Region,iso_a3,wh_score,gdi,gii,efs,pdn,year,region_5,region_14,region_12,region_8,region_9,region_2,region_11,region_13,region_10,region_7,region_1,region_3,region_4,region_6
155,Burkina Faso,Sub-Saharan Africa,BFA,4.0320000648498535,0.8690000000000001,0.621,59.09,68.151966374269,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,Burundi,Sub-Saharan Africa,BDI,2.9049999713897705,0.998,0.523,53.91,408.411137071651,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,Cambodia,South-eastern Asia,KHM,4.168000221252441,0.917,0.475,57.9,89.3173181509177,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,Cameroon,Sub-Saharan Africa,CMR,4.695000171661377,0.866,0.574,54.18,50.61568191914699,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,Canada,Northern America,CAN,7.315999984741211,0.99,0.099,77.97,3.9709074933661497,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,Central African Republic,Sub-Saharan Africa,CAF,2.693000078201294,0.789,0.693,45.23,7.28384057273107,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,Chad,Sub-Saharan Africa,TCD,3.936000108718872,0.774,0.705,46.33,11.564220139771301,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,Chile,Latin America and the Caribbean,CHL,6.651999950408936,0.961,0.326,77.66,24.4899577081939,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,China,Eastern Asia,CHN,5.2729997634887695,0.9590000000000001,0.16399999999999998,51.96,146.850677605209,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,Colombia,Latin America and the Caribbean,COL,6.35699987411499,0.987,0.41,70.79,43.4172077512393,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,Congo (Brazzaville),Sub-Saharan Africa,COG,4.290999889373778,0.93,0.59,42.8,14.5856486090776,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,Congo (Kinshasa),Sub-Saharan Africa,COD,4.2800002098083505,0.8370000000000001,0.6559999999999999,46.38,34.7540314505635,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,Costa Rica,Latin America and the Caribbean,CRI,7.078999996185303,0.977,0.309,67.37,95.9527027027027,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,Croatia,Southern Europe,HRV,5.293000221252441,0.986,0.158,59.13,74.59522873481059,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169,Cyprus,Western Asia,CYP,5.620999813079834,0.985,0.09,68.74,126.643614718615,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,Czech Republic,Eastern Europe,CZE,6.609000205993652,0.9840000000000001,0.135,73.22,136.834136234136,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
171,Denmark,Northern Europe,DNK,7.521999835968018,0.981,0.042,75.26,136.41366992141002,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,Dominican Republic,Latin America and the Caribbean,DOM,5.230000019073486,1.005,0.457,61.01,215.22962119644,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
173,Ecuador,Latin America and the Caribbean,ECU,6.007999897003174,0.98,0.387,48.56,66.40004429054599,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,Egypt,Northern Africa,EGY,4.735000133514403,0.8740000000000001,0.452,55.96,94.8787704053443,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0
175,El Salvador,Latin America and the Caribbean,SLV,6.002999782562256,0.972,0.39399999999999996,65.12,306.763658301158,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176,Estonia,Northern Europe,EST,5.611000061035156,1.0170000000000001,0.132,77.22,30.2689210950081,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177,Ethiopia,Sub-Saharan Africa,ETH,4.460000038146973,0.8420000000000001,0.515,51.52,103.603501,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,Finland,Northern Europe,FIN,7.4689998626708975,0.99,0.059000000000000004,72.56,18.0820078312658,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,France,Western Europe,FRA,6.441999912261963,0.986,0.08,62.32,122.105587096777,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,Gabon,Sub-Saharan Africa,GAB,4.4650001525878915,0.9129999999999999,0.542,58.96,7.792420537897309,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,Georgia,Western Asia,GEO,4.285999774932861,0.978,0.35600000000000004,72.62,65.2140557752196,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,Germany,Western Europe,DEU,6.951000213623048,0.9690000000000001,0.076,74.37,235.712929356538,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,Ghana,Sub-Saharan Africa,GHA,4.119999885559082,0.9059999999999999,0.5529999999999999,63.0,125.173358530368,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,Greece,Southern Europe,GRC,5.227000236511231,0.9620000000000001,0.122,53.21,83.59946470131891,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,Guatemala,Latin America and the Caribbean,GTM,6.453999996185303,0.946,0.49200000000000005,61.81,154.750466592012,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
186,Haiti,Latin America and the Caribbean,HTI,3.6029999256134033,0.888,0.765,51.3,393.322568940493,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,Honduras,Latin America and the Caribbean,HND,5.181000232696533,0.9690000000000001,0.473,57.74,82.8563321118956,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,Hungary,Eastern Europe,HUN,5.323999881744385,0.9840000000000001,0.265,66.01,108.40630730144699,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,Iceland,Northern Europe,ISL,7.504000186920166,0.966,0.064,73.34,3.3460249376558595,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
190,India,Southern Asia,IND,4.315000057220459,0.825,0.5379999999999999,56.24,445.484341397623,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0
191,Indonesia,South-eastern Asia,IDN,5.26200008392334,0.935,0.46399999999999997,59.44,144.379861666952,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,Iran,Southern Asia,IRN,4.691999912261963,0.873,0.484,43.49,48.84944129276261,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193,Ireland,Northern Europe,IRL,6.977000236511231,0.975,0.109,77.31,69.027943097692,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194,Israel,Western Asia,ISR,7.2129998207092285,0.972,0.11,70.7,394.916820702403,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,Italy,Southern Europe,ITA,5.964000225067139,0.9670000000000001,0.084,61.17,206.11782824505298,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196,Ivory Coast,Sub-Saharan Africa,CIV,4.179999828338623,0.7909999999999999,0.66,60.01,74.9141949685535,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,Jamaica,Latin America and the Caribbean,JAM,5.310999870300293,0.986,0.41200000000000003,67.46,268.35069252077597,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,Japan,Eastern Asia,JPN,5.920000076293945,0.9740000000000001,0.10800000000000001,73.09,348.35009600614404,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,Jordan,Western Asia,JOR,5.335999965667725,0.866,0.474,68.25,107.58579635052901,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,Kazakhstan,Central Asia,KAZ,5.818999767303468,1.0,0.209,63.61,6.59112308775049,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,Kenya,Sub-Saharan Africa,KEN,4.552999973297119,0.93,0.557,57.51,86.1856239238149,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202,Kuwait,Western Asia,KWT,6.105000019073486,1.0,0.28600000000000003,62.69,222.046745230079,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,Kyrgyzstan,Central Asia,KGZ,5.004000186920166,0.96,0.396,59.61,31.697080291970806,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,Latvia,Northern Europe,LVA,5.8499999046325675,1.03,0.19899999999999998,70.41,31.5139433901576,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,Lebanon,Western Asia,LBN,5.224999904632568,0.888,0.39899999999999997,59.52,656.023558162268,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206,Lesotho,Sub-Saharan Africa,LSO,3.808000087738037,1.026,0.541,50.62,68.3465415019763,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,Liberia,Sub-Saharan Africa,LBR,3.532999992370605,0.8809999999999999,0.6579999999999999,52.19,47.6203073089701,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,Lithuania,Northern Europe,LTU,5.901999950408936,1.0290000000000001,0.134,75.23,45.7876649942685,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209,Luxembourg,Western Europe,LUX,6.86299991607666,0.968,0.07200000000000001,73.86,239.51193415637903,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,Macedonia,Southern Europe,MKD,5.175000190734863,0.946,0.161,67.47,82.503766851705,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,Malawi,Sub-Saharan Africa,MWI,3.9700000286102295,0.932,0.621,51.8,182.49139796351295,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,Malaysia,South-eastern Asia,MYS,6.084000110626222,0.972,0.287,71.51,93.39462486683908,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
213,Mali,Sub-Saharan Africa,MLI,4.190000057220459,0.813,0.6779999999999999,56.54,14.723468476220901,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,Malta,Southern Europe,MLT,6.526999950408936,0.963,0.195,66.7,1422.9875,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,Mauritania,Sub-Saharan Africa,MRT,4.291999816894531,0.8440000000000001,0.622,54.8,4.03952071407781,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,Mauritius,Sub-Saharan Africa,MUS,5.629000186920166,0.9670000000000001,0.377,74.73,622.400492610837,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217,Mexico,Latin America and the Caribbean,MEX,6.578000068664551,0.9570000000000001,0.349,65.18,63.4447264590139,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
218,Moldova,Eastern Europe,MDA,5.8379998207092285,1.01,0.237,57.4,123.73128505242599,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219,Mongolia,Eastern Asia,MNG,4.954999923706055,1.0270000000000001,0.314,59.35,1.9673260125132,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,Montenegro,Southern Europe,MNE,5.236999988555908,0.9640000000000001,0.135,64.94,46.2678810408922,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,Morocco,Northern Africa,MAR,5.235000133514403,0.8270000000000001,0.494,61.27,78.7055702442303,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,Mozambique,Sub-Saharan Africa,MOZ,4.550000190734863,0.898,0.5720000000000001,53.19,35.3899412497775,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,Namibia,Sub-Saharan Africa,NAM,4.573999881744385,1.0070000000000001,0.475,61.85,2.8641681545992297,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,Nepal,Southern Asia,NPL,4.961999893188477,0.894,0.494,50.88,190.171824206488,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225,Netherlands,Western Europe,NLD,7.376999855041504,0.9670000000000001,0.045,74.55,505.500563965568,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,New Zealand,Australia and New Zealand,NZL,7.314000129699707,0.963,0.152,81.56,17.8238578101857,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Nicaragua,Latin America and the Caribbean,NIC,6.071000099182129,1.011,0.461,58.59,52.3846933687884,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
228,Niger,Sub-Saharan Africa,NER,4.027999877929688,0.27899999999999997,0.659,54.26,16.4118086366148,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,Norway,Northern Europe,NOR,7.5370001792907715,0.992,0.051,70.81,14.3363164960781,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,Pakistan,Southern Asia,PAK,5.269000053405762,0.745,0.55,55.9,264.14913345786596,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,Panama,Latin America and the Caribbean,PAN,6.452000141143799,1.004,0.465,64.8,54.3055959106807,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,Paraguay,Latin America and the Caribbean,PRY,5.493000030517578,0.966,0.483,61.46,17.0598338786811,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,Peru,Latin America and the Caribbean,PER,5.7150001525878915,0.95,0.385,67.4,24.1609625,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
234,Philippines,South-eastern Asia,PHL,5.429999828338623,1.0070000000000001,0.424,63.08,347.66719321192596,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,Poland,Eastern Europe,POL,5.9730000495910645,1.0090000000000001,0.136,69.29,124.008253045495,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236,Portugal,Southern Europe,PRT,5.195000171661377,0.9840000000000001,0.094,65.08,112.71638943828998,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,Qatar,Western Asia,QAT,6.375,1.041,0.537,70.71,228.628251507321,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238,Romania,Eastern Europe,ROU,5.824999809265138,0.985,0.34600000000000003,65.64,85.63252781641171,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,Russia,Eastern Europe,RUS,5.9629998207092285,1.016,0.278,50.55,8.8137962870805,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240,Rwanda,Sub-Saharan Africa,RWA,3.470999956130981,0.937,0.413,63.07,472.99627077422,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Saudi Arabia,Western Asia,SAU,6.3439998626708975,0.879,0.24100000000000002,62.09,15.0917443910517,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,Senegal,Sub-Saharan Africa,SEN,4.5349998474121085,0.8759999999999999,0.528,58.09,77.87632057341709,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,Serbia,Southern Europe,SRB,5.394999980926514,0.9740000000000001,0.17600000000000002,62.11,80.7034301394923,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,Sierra Leone,Sub-Saharan Africa,SLE,4.709000110626222,0.878,0.649,52.31,101.535577722361,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,Singapore,South-eastern Asia,SGP,6.572000026702881,0.9840000000000001,0.066,87.78,7908.72056321932,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246,Slovakia,Eastern Europe,SVK,6.0980000495910645,0.993,0.184,66.55,112.953369384359,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,Slovenia,Southern Europe,SVN,5.757999897003174,1.004,0.057999999999999996,60.63,102.52418081921499,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,South Africa,Sub-Saharan Africa,ZAF,4.828999996185303,0.982,0.426,61.9,46.330984510629904,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,South Korea,Eastern Asia,KOR,5.8379998207092285,0.9329999999999999,0.063,71.74,525.656278622769,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,Spain,Southern Europe,ESP,6.402999877929688,0.981,0.08,68.48,93.0482790070529,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,Sri Lanka,Southern Asia,LKA,4.440000057220459,0.9359999999999999,0.384,59.88,338.111943868601,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,Sweden,Northern Europe,SWE,7.283999919891357,0.982,0.044000000000000004,71.96,24.3624880312293,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253,Switzerland,Western Europe,CHE,7.49399995803833,0.9640000000000001,0.043,81.03,211.89740340796,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,Tajikistan,Central Asia,TJK,5.040999889373778,0.7959999999999999,0.37,51.33,62.422213415952214,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,Tanzania,Sub-Saharan Africa,TZA,3.3489999771118164,0.934,0.541,58.46,59.890257394445705,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,Thailand,South-eastern Asia,THA,6.423999786376952,0.997,0.374,63.86,135.002311652215,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,Togo,Sub-Saharan Africa,TGO,3.494999885559082,0.797,0.57,53.64,138.075969847398,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
258,Trinidad and Tobago,Latin America and the Caribbean,TTO,6.168000221252441,0.998,0.32799999999999996,62.91,268.530994152047,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259,Tunisia,Northern Africa,TUN,4.804999828338623,0.899,0.298,57.55,72.7596936148301,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,Turkey,Western Asia,TUR,5.5,0.922,0.326,62.07,103.714413419435,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,Uganda,Sub-Saharan Africa,UGA,4.080999851226807,0.863,0.536,59.26,197.723449032515,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,Ukraine,Eastern Europe,UKR,4.0960001945495605,0.995,0.294,46.76,77.6893179581902,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,United Arab Emirates,Western Asia,ARE,6.6479997634887695,0.963,0.16,72.55,131.807659814137,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
264,United Kingdom,Northern Europe,GBR,6.714000225067139,0.9670000000000001,0.138,76.41,271.134481048237,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,United States,Northern America,USA,6.993000030517577,0.9940000000000001,0.21100000000000002,75.44,35.3183019911625,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266,Uruguay,Latin America and the Caribbean,URY,6.453999996185303,1.016,0.28600000000000003,68.75,19.5642326591247,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
267,Uzbekistan,Central Asia,UZB,5.9710001945495605,0.937,0.303,46.02,74.8657733897508,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,Venezuela,Latin America and the Caribbean,VEN,5.25,1.0170000000000001,0.48100000000000004,33.74,33.83728700187061,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269,Vietnam,South-eastern Asia,VNM,5.073999881744385,1.005,0.32299999999999995,53.99,301.992208211049,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
270,Zambia,Sub-Saharan Africa,ZMB,4.513999938964844,0.941,0.5479999999999999,58.79,22.0120085015941,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
271,Zimbabwe,Sub-Saharan Africa,ZWE,3.875,0.9229999999999999,0.535,38.23,36.2682952048598,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272,Afghanistan,Southern Asia,AFG,3.6315000057220463,0.7190000000000001,0.59,48.885715507929966,55.5959930153479,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
273,Albania,Southern Europe,ALB,4.585999965667725,0.965,0.23600000000000002,64.35300320144925,104.870693430657,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,Algeria,Northern Africa,DZA,5.294600009918213,0.8640000000000001,0.447,46.52858106619715,17.3777146120063,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,Angola,Sub-Saharan Africa,AGO,3.7948000431060787,0.902,0.58,48.515521188919905,23.9165380604797,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,Argentina,Latin America and the Caribbean,ARG,6.388000011444093,0.991,0.355,50.40908766410897,16.0941907925267,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,Armenia,Western Asia,ARM,4.3206000328063965,0.971,0.263,70.30601650990394,103.43551106427799,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,Australia,Australia and New Zealand,AUS,7.27209997177124,0.975,0.10400000000000001,81.01579705677518,3.19836141871706,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Austria,Western Europe,AUT,7.139400005340576,0.9640000000000001,0.078,72.26575916648521,106.607445296677,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,Azerbaijan,Western Asia,AZE,5.2006001472473145,0.94,0.318,63.5990043452017,119.197205757832,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
281,Bahrain,Western Asia,BHR,6.105100154876709,0.937,0.223,68.47239105885822,1920.4035236425893,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,Bangladesh,Southern Asia,BGD,4.5004000663757315,0.894,0.5379999999999999,54.981640001437796,1226.63127448721,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,Belarus,Eastern Europe,BLR,5.48330020904541,1.013,0.129,58.58884863488248,46.792242075569,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,Belgium,Western Europe,BEL,6.9268999099731445,0.972,0.05,67.84695432295229,375.66571994716,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,Belize,Latin America and the Caribbean,BLZ,5.955599784851074,0.98,0.39299999999999996,58.629194766462184,16.4738711091626,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286,Benin,Sub-Saharan Africa,BEN,4.14139986038208,0.871,0.614,59.237727922034026,99.1061014544165,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,Bhutan,Southern Asia,BTN,5.082099914550781,0.893,0.484,58.44501300316415,19.5461414400175,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,Bolivia,Latin America and the Caribbean,BOL,5.75190019607544,0.935,0.44799999999999995,47.69645774073839,10.3321831440967,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
289,Bosnia and Herzegovina,Southern Europe,BIH,5.12939977645874,0.9229999999999999,0.16699999999999998,60.221982898018254,65.45951171875,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
290,Botswana,Sub-Saharan Africa,BWA,3.5897998809814453,0.9890000000000001,0.466,70.10995950015942,3.89096748010516,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,Brazil,Latin America and the Caribbean,BRA,6.418900012969972,0.995,0.40399999999999997,52.853197658169755,24.866038496603302,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
292,Bulgaria,Eastern Europe,BGR,4.93310022354126,0.992,0.22,67.85545596608551,65.1800571112749,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,Burkina Faso,Sub-Saharan Africa,BFA,4.4243998527526855,0.871,0.612,59.6101958012194,70.1508918128655,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,Burundi,Sub-Saharan Africa,BDI,2.9045000076293945,1.002,0.521,53.18993114052165,421.61308411215,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,Cambodia,South-eastern Asia,KHM,4.432600021362305,0.919,0.47600000000000003,59.5182198620783,90.69461817357808,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,Cameroon,Sub-Saharan Africa,CMR,4.975299835205078,0.8690000000000001,0.5720000000000001,51.811192639170635,51.968532504072286,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
297,Canada,Northern America,CAN,7.328499794006348,0.9890000000000001,0.092,78.50749920566189,4.01827985013488,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0
298,Central African Republic,Sub-Saharan Africa,CAF,3.0829999446868896,0.792,0.684,51.806707937569605,7.37748884394363,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,Chad,Sub-Saharan Africa,TCD,4.300600051879884,0.775,0.71,49.04266652404457,11.9256456480305,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,China,Eastern Asia,CHN,5.245800018310547,0.961,0.16399999999999998,57.403493309130475,147.674050750889,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,Colombia,Latin America and the Caribbean,COL,6.2600998878479,0.987,0.41100000000000003,69.69382492045828,44.0748679585399,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
302,Congo (Brazzaville),Sub-Saharan Africa,COG,4.558700084686278,0.93,0.58,40.03138717749541,14.9654524158126,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,Congo (Kinshasa),Sub-Saharan Africa,COD,4.2449002265930185,0.8440000000000001,0.655,56.409066132369254,35.9051472177499,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,Costa Rica,Latin America and the Caribbean,CRI,7.071700096130371,0.977,0.303,65.03054660140667,96.94386995691342,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
305,Croatia,Southern Europe,HRV,5.321199893951416,0.988,0.128,59.38030965421523,73.7049857040743,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306,Cyprus,Western Asia,CYP,5.762499809265138,0.983,0.087,67.85093191233125,127.67099567099599,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,Czech Republic,Eastern Europe,CZE,6.710899829864503,0.9840000000000001,0.133,73.34223227013194,137.198109298109,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,Denmark,Northern Europe,DNK,7.555300235748291,0.981,0.040999999999999995,75.05180721748384,137.294117647059,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309,Dominican Republic,Latin America and the Caribbean,DOM,5.301799774169922,1.006,0.45399999999999996,62.9054075896381,217.618112192093,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,Ecuador,Latin America and the Caribbean,ECU,5.9731998443603525,0.98,0.39,49.29337120091889,67.5848002899018,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311,Egypt,Northern Africa,EGY,4.4191999435424805,0.875,0.452,52.594283763164654,96.8834125269978,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,El Salvador,Latin America and the Caribbean,SLV,6.166800022125244,0.9690000000000001,0.39799999999999996,64.12277818126199,308.307046332046,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,Estonia,Northern Europe,EST,5.739200115203857,1.016,0.11,79.05707917494813,30.3055900621118,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,Ethiopia,Sub-Saharan Africa,ETH,4.350200176239014,0.8440000000000001,0.512,52.65724783308622,106.400024,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315,Finland,Northern Europe,FIN,7.6321001052856445,0.99,0.055,73.98678112047374,18.124490803198306,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316,France,Western Europe,FRA,6.489299774169923,0.986,0.057999999999999996,63.30015128524671,122.115405252835,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,Gabon,Sub-Saharan Africa,GAB,4.758299827575684,0.914,0.537,58.603383099978345,8.01343967089688,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318,Georgia,Western Asia,GEO,4.340499877929688,0.9790000000000001,0.354,75.98508577173304,65.2227859617201,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,Germany,Western Europe,DEU,6.964700222015381,0.968,0.084,73.804488129036,236.595494618731,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,Ghana,Sub-Saharan Africa,GHA,4.6570000648498535,0.9079999999999999,0.5429999999999999,56.218113473695325,127.983963259207,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
