,Country,Region,iso_a3,wh_score,gdi,gii,efs,pdn,year,region_5,region_14,region_12,region_8,region_9,region_2,region_11,region_13,region_10,region_7,region_1,region_3,region_4,region_6
321,Greece,Southern Europe,GRC,5.357900142669678,0.963,0.124,55.00132733402413,83.43428238944921,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,Guatemala,Latin America and the Caribbean,GTM,6.381899833679199,0.945,0.495,63.00650853997132,157.84748040313602,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,Haiti,Latin America and the Caribbean,HTI,3.5820000171661377,0.889,0.622,49.64707956049421,398.489332365747,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,Hungary,Eastern Europe,HUN,5.619999885559082,0.9840000000000001,0.27,65.79153557794686,108.11848006185801,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,Iceland,Northern Europe,ISL,7.495200157165527,0.9670000000000001,0.065,74.38675107945387,3.42543640897756,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
326,India,Southern Asia,IND,4.189799785614014,0.8270000000000001,0.522,52.63869885480684,450.243285831043,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
327,Indonesia,South-eastern Asia,IDN,5.092599868774414,0.937,0.45299999999999996,61.939132935531404,146.086480787383,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
328,Iran,Southern Asia,IRN,4.7066001892089835,0.873,0.488,50.5160704937768,49.53090142194061,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329,Ireland,Northern Europe,IRL,6.977099895477295,0.975,0.10099999999999999,76.74306493782478,69.78353897517779,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330,Israel,Western Asia,ISR,7.190000057220459,0.972,0.10400000000000001,69.73945343473055,402.647874306839,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331,Italy,Southern Europe,ITA,6.000400066375732,0.9670000000000001,0.08,62.53385474590622,205.809169103148,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,Ivory Coast,Sub-Saharan Africa,CIV,4.6711997985839835,0.792,0.6579999999999999,62.98582428793765,76.8473867924528,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
333,Jamaica,Latin America and the Caribbean,JAM,5.889800071716309,0.986,0.408,69.47120791851923,269.700184672207,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
334,Japan,Eastern Asia,JPN,5.914999961853027,0.975,0.102,69.57872495976434,347.777586679833,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335,Jordan,Western Asia,JOR,5.160699844360352,0.866,0.47100000000000003,66.67828510322708,110.15063077269699,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,Kazakhstan,Central Asia,KAZ,5.79010009765625,1.0,0.204,68.98569868046248,6.68140015557284,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,Kenya,Sub-Saharan Africa,KEN,4.4096999168396,0.932,0.5479999999999999,53.477002698136644,88.2409828864603,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,Kuwait,Western Asia,KWT,6.083399772644043,1.0,0.251,65.12721000015267,227.614870931538,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,Kyrgyzstan,Central Asia,KGZ,5.130799770355225,0.96,0.389,61.1261157746957,32.315954118873805,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,Laos,South-eastern Asia,LAO,4.6230998039245605,0.9229999999999999,0.465,54.00977468561922,30.125801559792,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,Latvia,Northern Europe,LVA,5.93310022354126,1.03,0.20800000000000002,74.75486617749131,31.2358957864265,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,Lebanon,Western Asia,LBN,5.19890022277832,0.889,0.395,53.25632947111759,665.872238514174,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343,Lesotho,Sub-Saharan Africa,LSO,3.8081998825073238,1.026,0.545,53.87484387073141,68.8870882740448,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,Liberia,Sub-Saharan Africa,LBR,3.4953999519348145,0.894,0.659,49.117735882244936,48.8188122923588,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,Lithuania,Northern Europe,LTU,5.951900005340576,1.0290000000000001,0.129,75.78170439897819,45.151861559541,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,Luxembourg,Western Europe,LUX,6.909900188446045,0.971,0.065,75.9392152683877,245.40576131687197,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,Macedonia,Southern Europe,MKD,5.184800148010254,0.946,0.15,70.73627137277477,82.55337034099921,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,Malawi,Sub-Saharan Africa,MWI,3.586800098419189,0.9279999999999999,0.618,52.19169125314704,187.423207467119,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,Malaysia,South-eastern Asia,MYS,6.322100162506104,0.973,0.28600000000000003,73.77889296056183,94.6736508902755,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,Mali,Sub-Saharan Africa,MLI,4.447000026702881,0.8059999999999999,0.677,58.62515851063367,15.171730632114699,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,Malta,Southern Europe,MLT,6.626599788665772,0.965,0.19699999999999998,67.68818305600313,1462.496875,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
352,Mauritania,Sub-Saharan Africa,MRT,4.355500221252441,0.847,0.612,54.41087619606478,4.15501503832347,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,Mauritius,Sub-Saharan Africa,MUS,5.891499996185303,0.9690000000000001,0.373,74.7104078636529,622.962068965517,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,Mexico,Latin America and the Caribbean,MEX,6.4882001876831055,0.9570000000000001,0.34600000000000003,63.55098529000914,64.18751716865151,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
355,Moldova,Eastern Europe,MDA,5.639699935913086,1.0090000000000001,0.23199999999999998,57.95869208246466,123.635210924165,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
356,Mongolia,Eastern Asia,MNG,5.1245999336242685,1.028,0.318,54.76115030618211,2.00428628440485,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,Montenegro,Southern Europe,MNE,5.3474998474121085,0.9640000000000001,0.128,61.97850658012398,46.2730855018587,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,Morocco,Northern Africa,MAR,5.253699779510498,0.831,0.494,61.5290137979056,79.72505937710059,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,Mozambique,Sub-Saharan Africa,MOZ,4.416600227355957,0.899,0.57,49.94578222810322,36.431505124748895,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,Namibia,Sub-Saharan Africa,NAM,4.441299915313722,1.0090000000000001,0.47,62.54827704187928,2.91829489001445,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,Nepal,Southern Asia,NPL,4.88040018081665,0.895,0.488,55.108156110339614,192.72496686431802,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
362,Netherlands,Western Europe,NLD,7.441299915313722,0.9670000000000001,0.044000000000000004,75.79949400334809,508.497951914515,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,New Zealand,Australia and New Zealand,NZL,7.323800086975098,0.963,0.13699999999999998,83.74561019876184,18.206296760472398,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Nicaragua,Latin America and the Caribbean,NIC,6.140999794006348,1.013,0.45799999999999996,59.19355496781731,53.0567974073459,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365,Niger,Sub-Saharan Africa,NER,4.1655001640319815,0.289,0.649,50.80871111126364,17.054134364885098,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,Norway,Northern Europe,NOR,7.593699932098389,0.992,0.047,73.97225604617753,14.4525759458847,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
367,Pakistan,Southern Asia,PAK,5.4724998474121085,0.745,0.5489999999999999,52.82636989943305,269.687481838937,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,Panama,Latin America and the Caribbean,PAN,6.429999828338622,1.005,0.462,66.26311188198225,55.24308582189939,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,Paraguay,Latin America and the Caribbean,PRY,5.680600166320801,0.9670000000000001,0.485,62.43078417830879,17.2843241882708,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,Peru,Latin America and the Caribbean,PER,5.6631999015808105,0.95,0.38299999999999995,68.89802141383564,24.56585703125,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,Philippines,South-eastern Asia,PHL,5.524099826812744,1.003,0.42700000000000005,65.6056846130863,352.72919475467,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372,Poland,Eastern Europe,POL,6.123000144958496,1.0090000000000001,0.128,68.26446032120718,124.02373036350001,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,Portugal,Southern Europe,PRT,5.410399913787842,0.9840000000000001,0.08800000000000001,62.58351194902625,112.441821058412,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Qatar,Western Asia,QAT,6.374499797821045,1.045,0.209,73.10322811595853,234.687683031869,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375,Romania,Eastern Europe,ROU,5.945199966430664,0.986,0.316,69.65295002947292,85.1333927329624,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,Russia,Eastern Europe,RUS,5.809700012207031,1.015,0.262,57.095474288413584,8.82322079860193,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,Rwanda,Sub-Saharan Africa,RWA,3.4080998897552486,0.9420000000000001,0.41200000000000003,67.5500903593861,485.648034049453,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,Saudi Arabia,Western Asia,SAU,6.3709001541137695,0.879,0.23199999999999998,64.44271685584101,15.3971721504031,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379,Senegal,Sub-Saharan Africa,SEN,4.6311001777648935,0.8759999999999999,0.524,55.92671705068011,80.08819924167659,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,Serbia,Southern Europe,SRB,5.398200035095215,0.975,0.168,58.88188830568053,80.275074319689,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Sierra Leone,Sub-Saharan Africa,SLE,4.5706000328063965,0.882,0.6459999999999999,52.56894516138721,103.746619562206,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
382,Singapore,South-eastern Asia,SGP,6.343200206756593,0.987,0.066,88.58000702158638,7915.730436129109,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
383,Slovakia,Eastern Europe,SVK,6.173399925231934,0.9940000000000001,0.187,65.73358741386818,113.128785357737,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
384,Slovenia,Southern Europe,SVN,5.9475998878479,1.005,0.053,59.19619144738902,102.59100635951,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,South Africa,Sub-Saharan Africa,ZAF,4.723999977111816,0.983,0.424,62.284040871834726,46.98781706221301,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,South Korea,Eastern Asia,KOR,5.874899864196777,0.9329999999999999,0.06,74.25929307081834,527.918010624996,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,Spain,Southern Europe,ESP,6.3098998069763175,0.981,0.077,63.57241859001415,93.2678044400906,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,Sri Lanka,Southern Asia,LKA,4.470600128173828,0.937,0.381,57.39437115659229,341.95503109551896,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389,Sweden,Northern Europe,SWE,7.314499855041504,0.982,0.043,74.91320704771934,24.6929807763129,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
390,Switzerland,Western Europe,CHE,7.487299919128418,0.963,0.04,81.45214810786206,213.88399107017202,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,Tajikistan,Central Asia,TJK,5.352499961853027,0.7959999999999999,0.374,58.16732442266079,63.9834858419194,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
392,Tanzania,Sub-Saharan Africa,TZA,3.303499937057495,0.9359999999999999,0.539,58.58471991779313,61.711341160532896,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,Thailand,South-eastern Asia,THA,6.0722999572753915,0.996,0.386,66.2202853715532,135.469196891699,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394,Togo,Sub-Saharan Africa,TGO,3.998500108718872,0.7979999999999999,0.5670000000000001,53.23802792498689,141.54210332781798,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395,Trinidad and Tobago,Latin America and the Caribbean,TTO,6.19189977645874,1.002,0.327,61.22827138825076,269.799610136452,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
396,Tunisia,Northern Africa,TUN,4.592400074005127,0.899,0.299,55.71327184541575,73.59322219361479,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,Turkey,Western Asia,TUR,5.482500076293945,0.924,0.321,65.23095999485169,105.377768538129,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
398,Uganda,Sub-Saharan Africa,UGA,4.160799980163573,0.8640000000000001,0.532,60.91296311248573,205.27860063834,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,Ukraine,Eastern Europe,UKR,4.10290002822876,0.995,0.289,48.09176551731146,77.389796129745,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,United Arab Emirates,Western Asia,ARE,6.774099826812744,0.965,0.138,76.89449711065518,133.584947901999,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
401,United Kingdom,Northern Europe,GBR,6.814300060272218,0.9670000000000001,0.128,76.43171376417799,273.049472988054,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0
402,United States,Northern America,USA,6.886000156402588,0.9940000000000001,0.20199999999999999,75.13672603387667,35.5452270694906,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,Uruguay,Latin America and the Caribbean,URY,6.378799915313722,1.016,0.276,69.67034340823889,19.635733059079,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
404,Uzbekistan,Central Asia,UZB,6.096099853515625,0.938,0.303,52.264522224033016,76.1368124118477,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405,Venezuela,Latin America and the Caribbean,VEN,4.805600166320801,1.014,0.45899999999999996,26.961475677710578,33.3205702624568,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
406,Vietnam,South-eastern Asia,VNM,5.1031999588012695,1.003,0.318,52.43755104523467,305.08156867804,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,Zambia,Sub-Saharan Africa,ZMB,4.3770999908447275,0.946,0.5429999999999999,55.7994262762815,22.671394557365602,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,Zimbabwe,Sub-Saharan Africa,ZWE,3.692300081253052,0.924,0.528,44.049860042444685,36.80171901253721,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,Afghanistan,Southern Asia,AFG,3.2032999992370605,0.723,0.575,51.3,56.937760009803,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,Albania,Southern Europe,ALB,4.718599796295166,0.971,0.23399999999999999,64.5,104.61226277372299,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,Algeria,Northern Africa,DZA,5.2112998962402335,0.865,0.44299999999999995,44.7,17.7300750711665,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,Argentina,Latin America and the Caribbean,ARG,6.0862998962402335,0.988,0.354,52.3,16.2585100979651,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,Armenia,Western Asia,ARM,4.5594000816345215,0.972,0.259,68.7,103.68022479803301,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,Australia,Australia and New Zealand,AUS,7.228000164031982,0.975,0.10300000000000001,80.9,3.24912948744283,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Austria,Western Europe,AUT,7.245999813079834,0.963,0.073,71.8,107.20692666757799,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,Azerbaijan,Western Asia,AZE,5.207699775695801,0.94,0.321,64.3,120.265319946776,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
417,Bahrain,Western Asia,BHR,6.199399948120117,0.937,0.207,67.7,2017.27369979138,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
418,Bangladesh,Southern Asia,BGD,4.45580005645752,0.895,0.536,55.1,1239.57931166936,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
419,Belarus,Eastern Europe,BLR,5.322500228881836,1.01,0.11900000000000001,58.1,46.7287999040892,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,Belgium,Western Europe,BEL,6.922999858856201,0.972,0.045,67.5,377.21492734478204,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,Benin,Sub-Saharan Africa,BEN,4.883200168609619,0.883,0.613,56.7,101.853919829727,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
422,Bhutan,Southern Asia,BTN,5.082099914550781,0.893,0.436,61.8,19.7775277714448,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,Bolivia,Latin America and the Caribbean,BOL,5.779300212860107,0.9359999999999999,0.446,44.1,10.4801458506416,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,Bosnia and Herzegovina,Southern Europe,BIH,5.386499881744385,0.924,0.162,61.4,64.92048828125,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,Botswana,Sub-Saharan Africa,BWA,3.4883999824523926,0.99,0.46399999999999997,69.9,3.9774248760432704,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,Brazil,Latin America and the Caribbean,BRA,6.299799919128418,0.995,0.386,51.4,25.061716243087602,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
427,Bulgaria,Eastern Europe,BGR,5.011000156402588,0.993,0.218,68.3,64.7035372144436,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,Burkina Faso,Sub-Saharan Africa,BFA,4.5868000984191895,0.875,0.612,60.0,72.1912828947368,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,Burundi,Sub-Saharan Africa,BDI,3.775300025939941,1.003,0.52,50.9,435.17827102803705,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430,Cambodia,South-eastern Asia,KHM,4.69980001449585,0.919,0.474,58.7,92.05641287106279,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
431,Cameroon,Sub-Saharan Africa,CMR,5.043700218200684,0.8690000000000001,0.5660000000000001,51.9,53.3439889149796,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,Canada,Northern America,CAN,7.27810001373291,0.9890000000000001,0.083,77.7,4.07530821431988,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,Central African Republic,Sub-Saharan Africa,CAF,3.0829999446868896,0.795,0.682,49.2,7.4904122122700585,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,Chad,Sub-Saharan Africa,TCD,4.349500179290772,0.774,0.701,49.3,12.2917336404066,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,Chile,Latin America and the Caribbean,CHL,6.443999767303468,0.9620000000000001,0.28800000000000003,75.2,25.189446066651893,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
436,China,Eastern Asia,CHN,5.190899848937988,0.961,0.163,57.8,148.348833270666,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,Colombia,Latin America and the Caribbean,COL,6.124800205230713,0.986,0.41100000000000003,68.9,44.7487021180712,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,Congo (Brazzaville),Sub-Saharan Africa,COG,4.811500072479248,0.9309999999999999,0.579,38.9,15.3568462664715,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,Congo (Kinshasa),Sub-Saharan Africa,COD,4.418099880218506,0.8440000000000001,0.655,52.1,37.0825923557045,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,Costa Rica,Latin America and the Caribbean,CRI,7.167399883270264,0.977,0.285,65.6,97.91306306306309,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,Croatia,Southern Europe,HRV,5.43179988861084,0.9890000000000001,0.122,61.0,73.0771979985704,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
442,Cyprus,Western Asia,CYP,6.04580020904541,0.983,0.086,67.8,128.708333333333,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,Czech Republic,Eastern Europe,CZE,6.852099895477295,0.983,0.13699999999999998,74.2,137.602887852888,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
444,Denmark,Northern Europe,DNK,7.600100040435791,0.98,0.04,76.6,138.067301738509,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
445,Dominican Republic,Latin America and the Caribbean,DOM,5.425300121307373,1.003,0.45299999999999996,61.6,219.97857586421,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
446,Ecuador,Latin America and the Caribbean,ECU,6.027599811553955,0.98,0.389,48.5,68.7886817522951,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
447,Egypt,Northern Africa,EGY,4.1655001640319815,0.878,0.45,53.4,98.8734692852479,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0
448,El Salvador,Latin America and the Caribbean,SLV,6.253099918365479,0.9690000000000001,0.397,63.2,309.88146718146703,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,Estonia,Northern Europe,EST,5.8934998512268075,1.016,0.091,78.8,30.386105360018398,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,Ethiopia,Sub-Saharan Africa,ETH,4.285799980163573,0.8440000000000001,0.508,52.8,109.224559,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,Finland,Northern Europe,FIN,7.768899917602539,0.99,0.05,74.1,18.1568556480537,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
452,France,Western Europe,FRA,6.592100143432617,0.9840000000000001,0.051,63.9,122.33839573919902,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
453,Gabon,Sub-Saharan Africa,GAB,4.799200057983398,0.917,0.534,58.0,8.224764233321691,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,Gambia,Sub-Saharan Africa,GMB,4.5163002014160165,0.8320000000000001,0.62,52.3,225.30652173912998,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
455,Georgia,Western Asia,GEO,4.5191001892089835,0.9790000000000001,0.35100000000000003,76.2,65.2752020714511,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
456,Germany,Western Europe,DEU,6.985000133514403,0.968,0.084,74.2,237.3709697733,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,Ghana,Sub-Saharan Africa,GHA,4.996300220489502,0.912,0.541,56.0,130.821429199262,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,Greece,Southern Europe,GRC,5.286699771881104,0.963,0.122,57.3,83.22473235065941,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,Guatemala,Latin America and the Caribbean,GTM,6.436200141906737,0.943,0.49200000000000005,63.4,160.953779395297,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460,Haiti,Latin America and the Caribbean,HTI,3.59689998626709,0.89,0.62,55.8,403.59854862118993,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,Honduras,Latin America and the Caribbean,HND,5.860400199890138,0.97,0.479,60.6,85.6870319063366,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
462,Hungary,Eastern Europe,HUN,5.758299827575684,0.9840000000000001,0.258,66.7,107.906605545123,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
463,Iceland,Northern Europe,ISL,7.493599891662598,0.966,0.057,77.0,3.52692269326683,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464,India,Southern Asia,IND,4.015200138092041,0.8290000000000001,0.501,54.5,454.93807257524696,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,Indonesia,South-eastern Asia,IDN,5.192399978637695,0.937,0.451,64.2,147.75219008926,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466,Iran,Southern Asia,IRN,4.547999858856201,0.8740000000000001,0.49200000000000005,50.9,50.222420123283996,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,Ireland,Northern Europe,IRL,7.021100044250487,0.975,0.09300000000000001,80.4,70.452983016403,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
468,Israel,Western Asia,ISR,7.138700008392334,0.972,0.1,72.2,410.526802218115,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
469,Italy,Southern Europe,ITA,6.223400115966798,0.9670000000000001,0.069,62.5,205.45074794315602,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
470,Ivory Coast,Sub-Saharan Africa,CIV,4.94379997253418,0.7959999999999999,0.657,62.0,78.8340534591195,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,Jamaica,Latin America and the Caribbean,JAM,5.889800071716309,0.986,0.405,69.1,270.993074792244,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,Japan,Eastern Asia,JPN,5.886099815368652,0.976,0.099,72.3,347.0734584156241,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,Jordan,Western Asia,JOR,4.905700206756592,0.868,0.469,64.9,112.14249831043,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,Kazakhstan,Central Asia,KAZ,5.808800220489503,0.9990000000000001,0.203,69.1,6.76982590658221,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0
475,Kenya,Sub-Saharan Africa,KEN,4.508600234985352,0.9329999999999999,0.545,54.7,90.29941666373828,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,Kuwait,Western Asia,KWT,6.020699977874756,0.9990000000000001,0.245,62.2,232.172222222222,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,Kyrgyzstan,Central Asia,KGZ,5.260700225830078,0.9590000000000001,0.381,62.8,32.9290928050052,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,Laos,South-eastern Asia,LAO,4.796299934387207,0.929,0.46299999999999997,53.6,30.5957842287695,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,Latvia,Northern Europe,LVA,5.939700126647949,1.03,0.16899999999999998,73.6,30.9833065294307,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,Lebanon,Western Asia,LBN,5.1972999572753915,0.8909999999999999,0.36200000000000004,53.2,669.4941348973608,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,Lesotho,Sub-Saharan Africa,LSO,3.801899909973145,1.026,0.546,53.9,69.437812911726,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
482,Liberia,Sub-Saharan Africa,LBR,3.975300073623657,0.899,0.6509999999999999,50.9,50.030907392026606,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
483,Lithuania,Northern Europe,LTU,6.14900016784668,1.028,0.124,75.3,44.5313513780643,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
484,Luxembourg,Western Europe,LUX,7.0903000831604,0.97,0.078,76.4,250.09382716049402,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,Macedonia,Southern Europe,MKD,5.273600101470947,0.9470000000000001,0.145,71.3,82.59151467089609,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
